URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://smart.who.int/ips-pilgrimage/CodeSystem/IPS.HAJJ,0.1.0,active,,IPS_HAJJ,IPS.HAJJ CodeSystem,"CodeSystem for IPS.HAJJ CodeSystem for utilization of IPS during Hajj","ValueSet/IPS.HAJJ.CONSENT"
